title,year,authors,venue,cited_by,doi,abstract,on_topic,found_under_themes,SCREEN_relevant_yn,data_source,ai_measure_unit,monetary_yn,sample,validation,data_free_or_commercial
Managing Artificial Intelligence,2021,Nicholas Berente; Bin Gu; Jan Recker; Radhika Santhanam,MIS Quarterly,465,https://doi.org/10.25300/misq/2021/16274,"Managing artificial intelligence (AI) marks the dawn of a new age of information technology management. Managing AI involves communicating, leading, coordinating, and controlling an ever-evolving frontier of computational advancements that references human intelligence in addressing ever more complex decisionmaking problems. It means making decisions about three related, interdependent facets of AI—autonomy, learning, and inscrutability—in the ongoing quest to push the frontiers of performance and scope of AI. We demonstrate how the frontiers of AI have shifted with time, and explain how the seven exemplar studies included in this special issue are helping us learn about management at the frontiers of AI. We close by speculating about future frontiers in managing AI and what role information systems scholarship has in exploring and shaping this future.",False,firm_ai_investment,,,,,,,
The effects of digital transformation on innovation and productivity: Firm-level evidence of South African manufacturing micro and small enterprises,2022,Cyrielle Gaglio; Erika Kraemer‐Mbula; Edward Lorenz,Technological Forecasting and Social Change,422,https://doi.org/10.1016/j.techfore.2022.121785,"This paper studies the relationships among the use of digital communication technologies, innovation performance and productivity, using an extended version of the Crepon-Duguet-Mairesse (1998) model, for a sample of micro and small enterprises (MSEs) in a middle-income country, South Africa. Based on the results of an original survey carried out in 2019, we investigate these links for a sample of 711 manufacturing MSEs located in Johannesburg. We estimate the relationships sequentially, firstly estimating the relationship between digitalization and innovation, and secondly the relationship between innovation and productivity. Our results show that selected digital communication technologies including the use of social media and of a business mobile phone for surfing the internet have a positive effect on innovation, and that innovation conditional on the use of these technologies has a positive effect on labor productivity. The findings suggest that public programs aimed at fostering inclusive digitalization must consider the types of digital technologies that are most accessible and beneficial to small firms, including those operating informally.",False,it_adoption_history,,,,,,,
Artificial intelligence as an enabler for entrepreneurs: a systematic literature review and an agenda for future research,2022,Guglielmo Giuggioli; Massimiliano Matteo Pellegrini,International Journal of Entrepreneurial Behaviour & Research,379,https://doi.org/10.1108/ijebr-05-2021-0426,"Purpose While the disruptive potential of artificial intelligence (AI) has been receiving growing consensus with regards to its positive influence on entrepreneurship, there is a clear lack of systematization in academic literature pertaining to this correlation. The current research seeks to explore the impact of AI on entrepreneurship as an enabler for entrepreneurs, taking into account the crucial application of AI within all Industry 4.0 technological paradigms, such as smart factory, the Internet of things (IoT), augmented reality (AR) and blockchain. Design/methodology/approach A systematic literature review was used to analyze all relevant studies forging connections between AI and entrepreneurship. The cluster interpretation follows a structure that we called the “AI-enabled entrepreneurial process.” Findings This study proves that AI has profound implications when it comes to entrepreneurship and, in particular, positively impacts entrepreneurs in four ways: through opportunity, decision-making, performance, and education and research. Practical implications The framework's practical value is linked to its applications for researchers, entrepreneurs and aspiring entrepreneurs (as well as those acting entrepreneurially within established organizations) who want to unleash the power of AI in an entrepreneurial setting. Originality/value This research offers a model through which to interpret the impact of AI on entrepreneurship, systematizing disconnected studies on the topic and arranging contributions into paradigms of entrepreneurial and managerial literature.",False,ai_disclosure_nlp,,,,,,,
"Making the ‘MOST’ out of RFID technology: a research agenda for the study of the adoption, usage and impact of RFID",2007,John P. Curtin; Robert J. Kauffman; Frederick J. Riggins,Information Technology and Management,356,https://doi.org/10.1007/s10799-007-0010-1,,False,it_adoption_history,,,,,,,
Emotional intelligence or artificial intelligence– an employee perspective,2019,Catherine Prentice; Sergio Dominique Lopes; Xuequn Wang,Journal of Hospitality Marketing & Management,353,https://doi.org/10.1080/19368623.2019.1647124,Emotional intelligence as personal intelligence and artificial intelligence as a machine intelligence have been popular in the relevant literature over the last two decades. The current study integrates these two concepts and explores how emotional and artificial intelligence influences employee retention and performance with a focus on service employees in the hotel industry. Employee performance is operationalised into internal and external dimensions that captures employees’ task efficiency over both internal and external service encounters with co-workers and customers respectively. The data were collected from a variety of different ranking hotels. The results show that emotional intelligence has a significant effect on employee retention and performance; whereas artificial intelligence plays a significant moderating role in employee performance. A discussion of the findings and implications concludes this paper.,False,ai_adoption,,,,,,,
Generative artificial intelligence in innovation management: A preview of future research developments,2024,Marcello M. Mariani; Yogesh K. Dwivedi,Journal of Business Research,347,https://doi.org/10.1016/j.jbusres.2024.114542,"This study outlines the future research opportunities related to Generative Artificial Intelligence (GenAI) in innovation management. To this end, it combines a review of the academic literature with the results of a Delphi study involving leading innovation management scholars. Ten major research themes emerged that can guide future research developments at the intersection of GenAI and innovation management: 1) Gen AI and innovation types; 2) GenAI, dominant designs and technology evolution; 3) Scientific and artistic creativity and GenAI-enabled innovations; 4) GenAI-enabled innovations and intellectual property; 5) GenAI and new product development; 6) Multimodal/unimodal GenAI and innovation outcomes; 7) GenAI, agency and ecosystems; 8) Policymakers, lawmakers and anti-trust authorities in the regulation of GenAI-enabled innovation; 9) Misuse and unethical use of GenAI leading to biased innovation; and 10) Organizational design and boundaries for GenAI-enabled innovation. The paper concludes by discussing how these themes can inform theoretical development in innovation management studies.",False,ai_patents_value,,,,,,,
Information Technology and Firm Boundaries: Evidence from Panel Data,1999,Lorin M. Hitt,Information Systems Research,347,https://doi.org/10.1287/isre.10.2.134,"Previous literature has suggested that information technology (IT) can affect firm boundaries by changing the costs of coordinating economic activity within and between firms (internal and external coordination). This paper examines the empirical relationship between IT and firm structure and evaluates whether this structure is consistent with prior arguments about IT and coordination. We formulate an empirical model to relate the use of information technology capital to vertical integration and diversification. This model is tested using an 8-year panel data set of information technology capital stock, firm structure, and relevant control variables for 549 large firms. Overall, increased use of IT is found to be associated with substantial decreases in vertical integration and weak increases in diversification. In addition, firms that are less vertically integrated and more diversified have a higher demand for IT capital. While we cannot rule out all alternative explanations for these results, they are consistent with previous theoretical arguments that both internal and external coordination costs are reduced by IT.",False,it_adoption_history,,,,,,,
The Impact of Artificial Intelligence and Blockchain on the Accounting Profession,2020,Yingying Zhang; Feng Xiong; Yi Xie; Xuan Fan; GU Hai-feng,IEEE Access,344,https://doi.org/10.1109/access.2020.3000505,"Recent developments in technology have introduced dramatic changes to the practice of the accounting profession. This paper provides a comprehensive review of current developments in big data, machine learning, artificial intelligence, and blockchain utilized in general business practice and by specialized practitioners in the accounting profession worldwide. This paper explores the evolution of the accounting profession following these recent technological developments and assesses the impact of future developments. Inherent challenges and opportunities posed by these new technologies pertaining to accounting professionals and accounting educators are also examined, including an increased demand for IT professionals with accounting experience as opposed to accounting major graduates. Considering the dramatic changes and developments of AI applications in accounting, this paper reflects how all these technologies and the associated requirements of job candidates will affect the desired capabilities of accounting graduates and provides further discussion regarding what higher institutions and their accounting graduates can do to adopt such changes.",False,ai_disclosure_nlp; ai_patents_value; firm_ai_investment,,,,,,,
Artificial Intelligence and Blockchain Integration in Business: Trends from a Bibliometric-Content Analysis,2022,Satish Kumar; Weng Marc Lim; Uthayasankar Sivarajah; Jaspreet Kaur,Information Systems Frontiers,344,https://doi.org/10.1007/s10796-022-10279-0,"Artificial intelligence (AI) and blockchain are the two disruptive technologies emerging from the Fourth Industrial Revolution (IR4.0) that have introduced radical shifts in the industry. The amalgamation of AI and blockchain holds tremendous potential to create new business models enabled through digitalization. Although research on the application and convergence of AI and blockchain exists, our understanding of the utility of its integration for business remains fragmented. To address this gap, this study aims to characterize the applications and benefits of integrated AI and blockchain platforms across different verticals of business. Using bibliometric analysis, this study reveals the most influential articles on the subject based on their publications, citations, and importance in the intellectual network. Using content analysis, this study sheds light on the subject's intellectual structure, which is underpinned by four major thematic clusters focusing on supply chains, healthcare, secure transactions, and finance and accounting. The study concludes with 10 application areas in business that can benefit from these technologies.",False,ai_patents_value,,,,,,,
Evaluation of Sentiment Analysis in Finance: From Lexicons to Transformers,2020,Kostadin Mishev; Ana Gjorgjevikj; Irena Vodenska; Lubomir T. Chitkushev; Dimitar Trajanov,IEEE Access,332,https://doi.org/10.1109/access.2020.3009626,"Financial and economic news is continuously monitored by financial market participants. According to the efficient market hypothesis, all past information is reflected in stock prices and new information is instantaneously absorbed in determining future stock prices. Hence, prompt extraction of positive or negative sentiments from news is very important for investment decision-making by traders, portfolio managers and investors. Sentiment analysis models can provide an efficient method for extracting actionable signals from the news. However, financial sentiment analysis is challenging due to domain-specific language and unavailability of large labeled datasets. General sentiment analysis models are ineffective when applied to specific domains such as finance. To overcome these challenges, we design an evaluation platform which we use to assess the effectiveness and performance of various sentiment analysis approaches, based on combinations of text representation methods and machine-learning classifiers. We perform more than one hundred experiments using publicly available datasets, labeled by financial experts. We start the evaluation with specific lexicons for sentiment analysis in finance and gradually build the study to include word and sentence encoders, up to the latest available NLP transformers. The results show improved efficiency of contextual embeddings in sentiment analysis compared to lexicons and fixed word and sentence encoders, even when large datasets are not available. Furthermore, distilled versions of NLP transformers produce comparable results to their larger teacher models, which makes them suitable for use in production environments.",False,ai_disclosure_nlp,,,,,,,
Economics of Artificial Intelligence in Healthcare: Diagnosis vs. Treatment,2022,Narendra N. Khanna; Mahesh Maindarkar; Vijay Viswanathan; José Fernandes e Fernandes; Sudip Paul; Mrinalini Bhagawati,Healthcare,330,https://doi.org/10.3390/healthcare10122493,"Motivation: The price of medical treatment continues to rise due to (i) an increasing population; (ii) an aging human growth; (iii) disease prevalence; (iv) a rise in the frequency of patients that utilize health care services; and (v) increase in the price. Objective: Artificial Intelligence (AI) is already well-known for its superiority in various healthcare applications, including the segmentation of lesions in images, speech recognition, smartphone personal assistants, navigation, ride-sharing apps, and many more. Our study is based on two hypotheses: (i) AI offers more economic solutions compared to conventional methods; (ii) AI treatment offers stronger economics compared to AI diagnosis. This novel study aims to evaluate AI technology in the context of healthcare costs, namely in the areas of diagnosis and treatment, and then compare it to the traditional or non-AI-based approaches. Methodology: PRISMA was used to select the best 200 studies for AI in healthcare with a primary focus on cost reduction, especially towards diagnosis and treatment. We defined the diagnosis and treatment architectures, investigated their characteristics, and categorized the roles that AI plays in the diagnostic and therapeutic paradigms. We experimented with various combinations of different assumptions by integrating AI and then comparing it against conventional costs. Lastly, we dwell on three powerful future concepts of AI, namely, pruning, bias, explainability, and regulatory approvals of AI systems. Conclusions: The model shows tremendous cost savings using AI tools in diagnosis and treatment. The economics of AI can be improved by incorporating pruning, reduction in AI bias, explainability, and regulatory approvals.",False,ai_patents_value,,,,,,,
Artificial Intelligence and Machine Learning Technology Driven Modern Drug Discovery and Development,2023,Chayna Sarkar; Biswadeep Das; Vikram Singh Rawat; Julie Birdie Wahlang; Arvind Nongpiur; Iadarilang Tiewsoh,International Journal of Molecular Sciences,313,https://doi.org/10.3390/ijms24032026,"The discovery and advances of medicines may be considered as the ultimate relevant translational science effort that adds to human invulnerability and happiness. But advancing a fresh medication is a quite convoluted, costly, and protracted operation, normally costing USD ~2.6 billion and consuming a mean time span of 12 years. Methods to cut back expenditure and hasten new drug discovery have prompted an arduous and compelling brainstorming exercise in the pharmaceutical industry. The engagement of Artificial Intelligence (AI), including the deep-learning (DL) component in particular, has been facilitated by the employment of classified big data, in concert with strikingly reinforced computing prowess and cloud storage, across all fields. AI has energized computer-facilitated drug discovery. An unrestricted espousing of machine learning (ML), especially DL, in many scientific specialties, and the technological refinements in computing hardware and software, in concert with various aspects of the problem, sustain this progress. ML algorithms have been extensively engaged for computer-facilitated drug discovery. DL methods, such as artificial neural networks (ANNs) comprising multiple buried processing layers, have of late seen a resurgence due to their capability to power automatic attribute elicitations from the input data, coupled with their ability to obtain nonlinear input-output pertinencies. Such features of DL methods augment classical ML techniques which bank on human-contrived molecular descriptors. A major part of the early reluctance concerning utility of AI in pharmaceutical discovery has begun to melt, thereby advancing medicinal chemistry. AI, along with modern experimental technical knowledge, is anticipated to invigorate the quest for new and improved pharmaceuticals in an expeditious, economical, and increasingly compelling manner. DL-facilitated methods have just initiated kickstarting for some integral issues in drug discovery. Many technological advances, such as ""message-passing paradigms"", ""spatial-symmetry-preserving networks"", ""hybrid de novo design"", and other ingenious ML exemplars, will definitely come to be pervasively widespread and help dissect many of the biggest, and most intriguing inquiries. Open data allocation and model augmentation will exert a decisive hold during the progress of drug discovery employing AI. This review will address the impending utilizations of AI to refine and bolster the drug discovery operation.",False,ai_patents_value,,,,,,,
Digital technology adoption and knowledge flows within firms: Can the Internet overcome geographic and technological distance?,2018,Chris Forman; Nicolas van Zeebroeck,Research Policy,290,https://doi.org/10.1016/j.respol.2018.10.021,,False,it_adoption_history,,,,,,,
Operational research and artificial intelligence methods in banking,2022,Michael Doumpos; Constantin Zopounidis; Dimitrios Gounopoulos; Emmanouil Platanakis; Wenke Zhang,European Journal of Operational Research,171,https://doi.org/10.1016/j.ejor.2022.04.027,"Banking is a popular topic for empirical and methodological research that applies operational research (OR) and artificial intelligence (AI) methods. This article provides a comprehensive and structured bibliographic survey of OR- and AI-based research devoted to the banking industry over the last decade. The article reviews the main topics of this research, including bank efficiency, risk assessment, bank performance, mergers and acquisitions, banking regulation, customer-related studies, and fintech in the banking industry. The survey results provide comprehensive insights into the contributions of OR and AI methods to banking. Finally, we propose several research directions for future studies that include emerging topics and methods based on the survey results.",False,ai_disclosure_nlp,,,,,,,
Economics of ChatGPT: a labor market view on the occupational impact of artificial intelligence,2023,Ali Zarifhonarvar,Journal of Electronic Business & Digital Economics,157,https://doi.org/10.1108/jebde-10-2023-0021,"Purpose The study investigates the influence of ChatGPT on the labor market dynamics, aiming to provide a structured understanding of the changes induced by generative AI technologies. Design/methodology/approach An analysis of existing literature serves as the foundation for understanding the impact, while the supply and demand model helps assess the effects of ChatGPT. A text-mining approach is utilized to analyze the International Standard Occupation Classification, identifying occupations most susceptible to disruption by ChatGPT. Findings The study reveals that 32.8% of occupations could be fully impacted by ChatGPT, while 36.5% might experience a partial impact and 30.7% are likely to remain unaffected. Research limitations/implications While this study offers insights into the potential influence of ChatGPT and other generative AI services on the labor market, it is essential to note that these findings represent potential implications rather than realized labor market effects. Further research is needed to track actual changes in employment patterns and job market dynamics where these AI services are widely adopted. Originality/value This paper contributes to the field by systematically categorizing the level of impact on different occupations, providing a nuanced perspective on the short- and long-term implications of ChatGPT and similar generative AI services on the labor market.",False,ai_disclosure_nlp; ai_patents_value,,,,,,,
"Environmental, social and governance reporting in annual reports: A textual analysis",2020,Philipp Baier; Marc Berninger; Florian Kiesel,Financial Markets Institutions and Instruments,155,https://doi.org/10.1111/fmii.12132,"Abstract Considering environmental, social, and governance (ESG) factors becomes increasingly important for companies and investors. However, “ESG” is not clearly defined so far and, therefore, it is difficult to measure the ESG activity of companies. We analyze the extent and changes in 10‐K reports and proxy statements on ESG, using a textual analysis and creating an ESG dictionary. The results show an average of 4.0 % ESG words on total words in the reports. The ESG word list with 482 items can be used to quantitatively examine the extent of ESG reporting, which will be helpful especially for SRI investors. Our classification of 40 subcategories allows a highly granular analysis of different ESG related aspects. Moreover, indications for a relation between changes in reporting and real events, especially negative media presence, are detected. Regulatory bodies have to be aware of the use of such words and how they are used.",False,ai_disclosure_nlp,,,,,,,
"Technology, Information and the Decentralization of the Firm",2006,Daron Acemoğlu; Philippe Aghion; Claire Lelarge; John Van Reenen; Fabrizio Zilibotti,SSRN Electronic Journal,147,https://doi.org/10.2139/ssrn.898008,,False,it_adoption_history,,,,,,,
The impact of governmental <scp>COVID</scp>‐19 measures on manufacturers' stock market valuations: The role of labor intensity and operational slack,2022,Lujie Chen; Taiyu Li; Fu Jia; Tobias Schoenherr,Journal of Operations Management,140,https://doi.org/10.1002/joom.1207,"Abstract This study investigates the impact of the Chinese government's Level I emergency response policy on manufacturers' stock market values. We empirically examine the roles of human resource dependence (labor intensity) and operational slack within the context of supply chain resilience. Through an event study of 1357 Chinese manufacturing companies, we find that the government's emergency response policy triggered statistically significant positive abnormal returns for manufacturers. However, we also find that there exists a negative impact on abnormal returns for manufacturers that are labor‐intensive, giving rise to arguments based in resource dependence theory. In addition, the results indicate the positive role played by operational slack (e.g., financial and inventory slack) in helping manufacturers maintain operations and business continuity, effectively mitigating risks and adding to the manufacturers' resilience. With these findings, we contribute to operations and supply chain management by calling attention to the importance of human resource redundancy while at the same time identifying financial slack and inventory as supply chain resilience strategies that were able to mitigate pandemic‐related risks.",False,ai_exposure,,,,,,,
Leveraging AI for democratic discourse: Chat interventions can improve online political conversations at scale,2023,Lisa P. Argyle; Christopher A. Bail; Ethan C. Busby; Joshua R. Gubler; Thomas Noble Howe; Christopher Rytting,Proceedings of the National Academy of Sciences,128,https://doi.org/10.1073/pnas.2311627120,"Political discourse is the soul of democracy, but misunderstanding and conflict can fester in divisive conversations. The widespread shift to online discourse exacerbates many of these problems and corrodes the capacity of diverse societies to cooperate in solving social problems. Scholars and civil society groups promote interventions that make conversations less divisive or more productive, but scaling these efforts to online discourse is challenging. We conduct a large-scale experiment that demonstrates how online conversations about divisive topics can be improved with AI tools. Specifically, we employ a large language model to make real-time, evidence-based recommendations intended to improve participants' perception of feeling understood. These interventions improve reported conversation quality, promote democratic reciprocity, and improve the tone, without systematically changing the content of the conversation or moving people's policy attitudes.",False,ai_exposure,,,,,,,
Hallucination‐Free? Assessing the Reliability of Leading <scp>AI</scp> Legal Research Tools,2025,Varun Magesh; Faiz Surani; Matthew Dahl; Mirac Suzgun; Christopher D. Manning; Daniel E. Ho,Journal of Empirical Legal Studies,111,https://doi.org/10.1111/jels.12413,"ABSTRACT Legal practice has witnessed a sharp rise in products incorporating artificial intelligence (AI). Such tools are designed to assist with a wide range of core legal tasks, from search and summarization of caselaw to document drafting. However, the large language models used in these tools are prone to “hallucinate,” or make up false information, making their use risky in high‐stakes domains. Recently, certain legal research providers have touted methods such as retrieval‐augmented generation (RAG) as “eliminating” or “avoid[ing]” hallucinations, or guaranteeing “hallucination‐free” legal citations. Because of the closed nature of these systems, systematically assessing these claims is challenging. In this article, we design and report on the first preregistered empirical evaluation of AI‐driven legal research tools. We demonstrate that the providers' claims are overstated. While hallucinations are reduced relative to general‐purpose chatbots (GPT‐4), we find that the AI research tools made by LexisNexis (Lexis+ AI) and Thomson Reuters (Westlaw AI‐Assisted Research and Ask Practical Law AI) each hallucinate between 17% and 33% of the time. We also document substantial differences between systems in responsiveness and accuracy. Our article makes four key contributions. It is the first to assess and report the performance of RAG‐based proprietary legal AI tools. Second, it introduces a comprehensive, preregistered dataset for identifying and understanding vulnerabilities in these systems. Third, it proposes a clear typology for differentiating between hallucinations and accurate legal responses. Last, it provides evidence to inform the responsibilities of legal professionals in supervising and verifying AI outputs, which remains a central open question for the responsible integration of AI into law.",False,ai_exposure,,,,,,,
Forging the Future: Strategic Approaches to Quantum AI Integration for Industry Transformation,2024,Meng-Leong How; Sin-Mei Cheah,AI,90,https://doi.org/10.3390/ai5010015,"The fusion of quantum computing and artificial intelligence (AI) heralds a transformative era for Industry 4.0, offering unprecedented capabilities and challenges. This paper delves into the intricacies of quantum AI, its potential impact on Industry 4.0, and the necessary change management and innovation strategies for seamless integration. Drawing from theoretical insights and real-world case studies, we explore the current landscape of quantum AI, its foreseeable influence, and the implications for organizational strategy. We further expound on traditional change management tactics, emphasizing the importance of continuous learning, ecosystem collaborations, and proactive approaches. By examining successful and failed quantum AI implementations, lessons are derived to guide future endeavors. Conclusively, the paper underscores the imperative of being proactive in embracing quantum AI innovations, advocating for strategic foresight, interdisciplinary collaboration, and robust risk management. Through a comprehensive exploration, this paper aims to equip stakeholders with the knowledge and strategies to navigate the complexities of quantum AI in Industry 4.0, emphasizing its transformative potential and the necessity for preparedness and adaptability.",False,ai_exposure,,,,,,,
The impact of Artificial Intelligence on the labour market,2021,Marguerita Lane; Anne de Saint Martin,OECD social employment and migration working papers,90,https://doi.org/10.1787/7c895724-en,Papers describe preliminary results or research in progress by the author(s) and are published to stimulate discussion on a,False,ai_patents_value,,,,,,,
Forecasting in financial accounting with artificial intelligence – A systematic literature review and future research agenda,2023,Marko Kureljusic; Erik Karger,Journal of Applied Accounting Research,88,https://doi.org/10.1108/jaar-06-2022-0146,"Purpose Accounting information systems are mainly rule-based, and data are usually available and well-structured. However, many accounting systems are yet to catch up with current technological developments. Thus, artificial intelligence (AI) in financial accounting is often applied only in pilot projects. Using AI-based forecasts in accounting enables proactive management and detailed analysis. However, thus far, there is little knowledge about which prediction models have already been evaluated for accounting problems. Given this lack of research, our study aims to summarize existing findings on how AI is used for forecasting purposes in financial accounting. Therefore, the authors aim to provide a comprehensive overview and agenda for future researchers to gain more generalizable knowledge. Design/methodology/approach The authors identify existing research on AI-based forecasting in financial accounting by conducting a systematic literature review. For this purpose, the authors used Scopus and Web of Science as scientific databases. The data collection resulted in a final sample size of 47 studies. These studies were analyzed regarding their forecasting purpose, sample size, period and applied machine learning algorithms. Findings The authors identified three application areas and presented details regarding the accuracy and AI methods used. Our findings show that sociotechnical and generalizable knowledge is still missing. Therefore, the authors also develop an open research agenda that future researchers can address to enable the more frequent and efficient use of AI-based forecasts in financial accounting. Research limitations/implications Owing to the rapid development of AI algorithms, our results can only provide an overview of the current state of research. Therefore, it is likely that new AI algorithms will be applied, which have not yet been covered in existing research. However, interested researchers can use our findings and future research agenda to develop this field further. Practical implications Given the high relevance of AI in financial accounting, our results have several implications and potential benefits for practitioners. First, the authors provide an overview of AI algorithms used in different accounting use cases. Based on this overview, companies can evaluate the AI algorithms that are most suitable for their practical needs. Second, practitioners can use our results as a benchmark of what prediction accuracy is achievable and should strive for. Finally, our study identified several blind spots in the research, such as ensuring employee acceptance of machine learning algorithms in companies. However, companies should consider this to implement AI in financial accounting successfully. Originality/value To the best of our knowledge, no study has yet been conducted that provided a comprehensive overview of AI-based forecasting in financial accounting. Given the high potential of AI in accounting, the authors aimed to bridge this research gap. Moreover, our cross-application view provides general insights into the superiority of specific algorithms.",False,ai_disclosure_nlp,,,,,,,
Artificial Intelligence in Accounting and Finance: Challenges and Opportunities,2023,Ziwei Yi; Xinwei Cao; Zuyan Chen; Shuai Li,IEEE Access,82,https://doi.org/10.1109/access.2023.3333389,"The rapid expansion of artificial intelligence (AI) technologies presents novel technical solutions to traditional accounting and finance problems. Despite this, scholars in accounting and finance frequently encounter difficulties navigating the extensive and intricate domain knowledge of AI and its continuously evolving literature. To address this gap, this paper conducts a qualitative survey of the implementation of AI methods in accounting and finance. The paper is structured into four sections. Firstly, we examine the conventional accounting and finance issues and their requirement for AI techniques. Secondly, to inform accounting and finance researchers about the potential of AI, we present broad categories of AI applications. Thirdly, we explore recent research on AI solutions to conventional problems. Finally, we highlight emerging trends and possible research directions.",False,ai_disclosure_nlp,,,,,,,
Embracing Textual Data Analytics in Auditing with Deep Learning,2018,Ting Sun; Miklos A. Vasarhelyi,The International Journal of Digital Accounting Research,78,https://doi.org/10.4192/1577-8517-v18_3,"While the massive volume of text documents from multiple sources inside and outside of the company provides more information for auditors, the lack of efficient and effective technology solutions hampers the full use of text data. Powered by the emerging data analytics technology of deep learning, the value of the text can be better explored to deliver a higher quality of audit evidence and more relevant business insights. This research analyzes the usefulness of the information provided by various textual data in auditing and introduces deep learning, an evolving Artificial Intelligence approach. Furthermore, it provides a guide for auditors to implement deep learning techniques with predeveloped tools and open-source libraries.",False,ai_disclosure_nlp,,,,,,,
Artificial Intelligence in Asset Management,2020,Söhnke M. Bartram; Jürgen Branke; Mehrshad Motahari,SSRN Electronic Journal,71,https://doi.org/10.2139/ssrn.3692805,,False,ai_disclosure_nlp,,,,,,,
Automatic summarization of earnings releases: attributes and effects on investors’ judgments,2019,Eddy Cardinaels; Stephan Hollander; Brian J. White,Review of Accounting Studies,56,https://doi.org/10.1007/s11142-019-9488-0,,False,ai_disclosure_nlp,,,,,,,
Is the External Audit Report Useful for Bankruptcy Prediction? Evidence Using Artificial Intelligence,2019,Nora Muñoz‐Izquierdo; María‐del‐Mar Camacho‐Miñano; María Jesús Segovia Vargas; David Pascual‐Ezama,International Journal of Financial Studies,54,https://doi.org/10.3390/ijfs7020020,"Despite the number of studies on bankruptcy prediction using financial ratios, very little is known about how external audit information can contribute to anticipating financial distress. A handful of papers have shown that a combination of ratios and audit data is significant for predictive purposes, but only one recent paper provided a predictive accuracy of 80% solely by using the disclosures contained in audit reports. This study was complemented by simplifying the analysis of audit reports for prediction purposes and the same predictive accuracy was achieved. By applying three artificial intelligence techniques (PART algorithm, random forest, and support vector machine), the predictive ability of more easily extracted information from the report was examined and a practical implication suggested for each user. Simply by (1) finding the audit opinion, (2) identifying if a matter section exists, and (3) the number of comments disclosed, any user may predict a bankruptcy situation with the same accuracy as if they had scrutinized the whole report. In addition, an extended literature review is included, on previous studies on the interaction between bankruptcy prediction and the external audit information.",False,ai_disclosure_nlp,,,,,,,
VolTAGE: Volatility Forecasting via Text Audio Fusion with Graph Convolution Networks for Earnings Calls,2020,Ramit Sawhney; Piyush Khanna; Arshiya Aggarwal; Taru Jain; Puneet Mathur; Rajiv Ratn Shah,,35,https://doi.org/10.18653/v1/2020.emnlp-main.643,"Natural language processing has recently made stock movement forecasting and volatility forecasting advances, leading to improved financial forecasting. Transcripts of companies' earnings calls are well studied for risk modeling, offering unique investment insight into stock performance. However, vocal cues in the speech of company executives present an underexplored rich source of natural language data for estimating financial risk. Additionally, most existing approaches ignore the correlations between stocks. Building on existing work, we introduce a neural model for stock volatility prediction that accounts for stock interdependence via graph convolutions while fusing verbal, vocal, and financial features in a semi-supervised multi-task risk forecasting formulation. Our proposed model, VolTAGE, outperforms existing methods demonstrating the effectiveness of multimodal learning for volatility prediction.",False,ai_disclosure_nlp,,,,,,,
"Generative AI in Marketing: Promises, Perils, and Public Policy Implications",2024,V. Kumar; Philip Kotler; Shaphali Gupta; Bharath Rajan,Journal of Public Policy & Marketing,33,https://doi.org/10.1177/07439156241286499,"By evaluating the pattern of generative AI (GAI) use by businesses in marketing, this study aims to understand the subsequent impact on society and develop policy implications that promote its beneficial use. To this end, the authors develop an organizing framework that contends that the usage of GAI models by businesses for marketing purposes creates promises and perils for society through a specific business process. This business process is represented by the action → capabilities → transformation → impact link in the proposed framework. Additionally, the authors find that the level of technology infrastructure, skilled personnel, and data access moderates the influence of GAI on businesses’ ability to develop technology-driven capabilities. Furthermore, adaptive leadership and management strategies moderate the impact of these capabilities on technology-enabled business transformations. This research is the first study to critically evaluate the use of GAI in marketing from a public policy perspective. The study concludes with an agenda for future research.",False,ai_exposure,,,,,,,
